Member_number,basket
2030,"['soap', 'stationery', 'snacks', 'berries', 'bags', 'soda']"
2031,"['napkins', 'pet_care', 'artif sweetener', 'whole milk', 'misc beverages', 'bottled water', 'fruits', 'vegetables', 'cleaning', 'meat', 'bakery', 'sausage']"
2032,"['dairy', 'whole milk', 'tropical fruit', 'dessert', 'soda', 'meat', 'meat spreads']"
2033,"['beef', 'whole milk', 'gardening', 'berries', 'yogurt', 'sweet spreads', 'beverages', 'dairy', 'herbs', 'meat', 'meat spreads']"
2034,"['dairy', 'uhtmilk', 'bags', 'meat', 'bakery']"
2035,"['ice cream', 'beef', 'whole milk', 'prosecco', 'vegetables', 'grains', 'jam', 'bakery', 'sausage']"
2036,"['ice cream', 'whole milk', 'soda', 'vegetables', 'dairy']"
2037,"['napkins', 'beef', 'pastry', 'curd', 'fruits', 'domestic eggs', 'meat', 'citrus fruit']"
2038,"['pip fruit', 'beef', 'whole milk', 'pastry', 'condiments', 'soda', 'bakery']"
2039,"['beverages', 'oils']"
2040,"['sweets', 'stationery', 'tropical fruit', 'snacks', 'oils', 'sweeteners', 'fruits_vegetables', 'hard cheese', 'beverages', 'meat', 'bakery']"
2041,"['liquor appetizer', 'dessert', 'condensed milk', 'fruits', 'soda', 'cleaning', 'yogurt', 'root vegetables', 'margarine', 'bakery', 'zwieback']"
2042,"['pip fruit', 'brown bread', 'dairy', 'stationery', 'tropical fruit', 'curd', 'hygiene articles', 'bags', 'vegetables', 'grains', 'yogurt', 'root vegetables', 'meat']"
2043,"['brown bread', 'tropical fruit', 'pastry', 'fruitvegetable juice', 'curd', 'bottled water', 'uhtmilk', 'bags', 'vegetables', 'bakery']"
2044,"['pip fruit', 'whole milk', 'pastry', 'butter', 'bags', 'semifinished bread', 'domestic eggs', 'yogurt', 'meat']"
2045,"['dairy', 'whole milk', 'tropical fruit', 'pickled vegetables', 'fruits', 'soda', 'vegetables', 'yogurt', 'brandy', 'meat', 'sweet spreads']"
2046,"['tea', 'meat', 'dessert', 'bottled water']"
2047,"['pip fruit', 'pet_care', 'stationery', 'tropical fruit', 'bottled water', 'soda', 'semifinished bread', 'vegetables', 'beverages', 'meat', 'bakery', 'sausage']"
2048,"['pip fruit', 'whole milk', 'fruitvegetable juice', 'berries', 'semifinished bread', 'sweeteners', 'vegetables', 'root vegetables', 'meat', 'bakery']"
2049,"['whole milk', 'tropical fruit', 'dessert', 'fruits', 'vegetables', 'meat']"
2050,"['dairy', 'vegetables', 'bakery', 'uhtmilk']"
2051,"['ice cream', 'electronics', 'hygiene articles', 'vegetables', 'beverages', 'stationery', 'whole milk', 'root vegetables', 'dairy', 'meat', 'beef', 'fruitvegetable juice', 'prosecco', 'grains', 'coffee', 'bakery', 'brown bread', 'pip fruit', 'soda', 'domestic eggs']"
2053,"['cereals', 'soda', 'vegetables', 'yogurt', 'dairy', 'citrus fruit', 'bakery']"
2054,"['whole milk', 'butter', 'chewing gum', 'liquor appetizer', 'bags', 'soda', 'yogurt', 'citrus fruit', 'margarine', 'bakery']"
2055,"['brown bread', 'pip fruit', 'stationery', 'electronics', 'soda', 'sweeteners', 'vegetables', 'yogurt', 'domestic eggs', 'beverages', 'meat', 'bakery', 'sausage']"
2056,"['canned vegetables', 'beef', 'stationery', 'gardening', 'pastry', 'whole milk', 'curd', 'bottled water', 'condensed milk', 'soda', 'vegetables', 'hard cheese', 'root vegetables', 'dairy', 'citrus fruit', 'margarine']"
2057,"['tropical fruit', 'uhtmilk', 'bags', 'soda', 'citrus fruit']"
2058,"['pip fruit', 'fruitvegetable juice', 'bakery', 'soda', 'hygiene articles', 'vegetables', 'yogurt', 'domestic eggs', 'beverages', 'sweets']"
2059,"['napkins', 'whole milk', 'tropical fruit', 'curd', 'domestic eggs', 'yogurt', 'meat', 'bakery', 'sausage']"
2060,"['soups', 'pip fruit', 'brown bread', 'snacks', 'specialty fat']"
2061,"['beef', 'whole milk', 'tropical fruit', 'gardening', 'misc beverages', 'soda', 'beverages', 'bakery', 'sausage']"
2062,"['whole milk', 'misc beverages', 'bags', 'vegetables', 'domestic eggs', 'beverages', 'meat']"
2063,"['soups', 'dairy', 'stationery', 'sliced cheese', 'pastry', 'sweeteners', 'vegetables', 'root vegetables', 'brandy', 'meat', 'herbs', 'sausage']"
2064,"['ice cream', 'brown bread', 'whole milk', 'condiments', 'oils', 'hard cheese', 'meat', 'bakery']"
2065,"['pip fruit', 'specialty bar', 'pastry', 'soda', 'sweeteners', 'vegetables', 'dairy', 'coffee', 'bakery', 'sausage']"
2066,"['pip fruit', 'whole milk', 'pastry', 'pickled vegetables', 'vegetables', 'grains', 'yogurt', 'hard cheese', 'sweets', 'zwieback']"
2067,"['brown bread', 'bottled water', 'jam', 'yogurt', 'root vegetables', 'beverages', 'meat']"
2068,"['specialty vegetables', 'whole milk', 'condiments', 'personal_care', 'cleaning', 'yogurt', 'meat', 'coffee', 'bakery', 'sausage']"
2069,"['napkins', 'stationery', 'canned fish', 'fruitvegetable juice', 'sweeteners', 'root vegetables', 'meat', 'citrus fruit', 'sweets']"
2070,"['ice cream', 'napkins', 'oils', 'vegetables', 'bottled water', 'personal_care', 'yogurt', 'root vegetables', 'dairy', 'meat', 'frozen dessert', 'pip fruit', 'gardening', 'soda', 'domestic eggs', 'citrus fruit', 'sweets', 'sausage']"
2071,"['pip fruit', 'beef', 'whole milk', 'specialty bar', 'butter', 'ready_meals', 'jam', 'beverages', 'citrus fruit']"
2072,"['pip fruit', 'dairy', 'stationery', 'snacks', 'chewing gum', 'vegetables', 'yogurt', 'root vegetables', 'meat', 'margarine', 'sweets']"
2073,"['sweets', 'whole milk', 'tropical fruit', 'canned fish', 'domestic eggs', 'meat', 'herbs', 'bakery', 'sausage']"
2074,"['sweets', 'oils', 'bottled water', 'uhtmilk', 'vegetables', 'cleaning', 'beverages', 'meat', 'citrus fruit', 'bakery']"
2075,"['soda', 'baking_ingredients', 'root vegetables', 'citrus fruit', 'bakery', 'sausage']"
2076,"['whole milk', 'snacks', 'hygiene articles', 'cleaning', 'beverages', 'meat', 'margarine', 'bakery']"
2077,"['beef', 'dairy', 'whole milk', 'butter', 'specialty bar', 'bottled water', 'personal_care', 'coffee', 'hard cheese', 'beverages', 'meat', 'citrus fruit', 'bakery']"
2078,"['dairy', 'stationery', 'tropical fruit', 'bags', 'soda', 'meat']"
2079,"['napkins', 'pet_care', 'sliced cheese', 'tropical fruit', 'curd', 'whole milk', 'bags', 'soda', 'vegetables', 'domestic eggs', 'beverages', 'meat']"
2080,"['specialty vegetables', 'whole milk', 'tropical fruit', 'beverages', 'bakery']"
2081,"['seasonal products', 'spices', 'dairy', 'whole milk', 'tropical fruit', 'uhtmilk', 'meat', 'citrus fruit']"
2082,"['brown bread', 'pastry', 'fruitvegetable juice', 'butter', 'uhtmilk', 'bottled water', 'vegetables', 'domestic eggs', 'meat', 'bakery']"
2083,"['ice cream', 'brown bread', 'whole milk', 'tropical fruit', 'bottled water', 'fruits', 'coffee', 'vegetables', 'brandy', 'sweet spreads', 'sausage']"
2084,"['root vegetables', 'beverages', 'pet_care']"
2085,"['pip fruit', 'beef', 'soda', 'domestic eggs', 'sweets']"
2086,"['napkins', 'spices', 'whole milk', 'pastry', 'butter', 'misc beverages', 'bottled water', 'soda', 'vegetables', 'cleaning', 'root vegetables', 'beverages', 'meat']"
2087,"['seasonal products', 'brown bread', 'pet_care', 'whole milk', 'tropical fruit', 'pastry', 'pickled vegetables', 'vegetables', 'citrus fruit']"
2088,"['stationery', 'pastry', 'dishes', 'yogurt', 'root vegetables']"
2089,"['brown bread', 'whole milk', 'pastry', 'curd', 'uhtmilk', 'fruits', 'soda', 'vegetables', 'grains', 'hard cheese', 'beverages', 'dairy', 'margarine']"
2091,"['ice cream', 'brown bread', 'pet_care', 'electronics', 'pastry', 'condiments', 'vegetables', 'cleaning', 'beverages', 'citrus fruit', 'sweets']"
2092,"['pip fruit', 'brown bread', 'stationery', 'canned fish', 'tropical fruit', 'snacks', 'bottled water', 'grains', 'root vegetables', 'beverages', 'margarine', 'bakery', 'sausage']"
2093,"['frozen potato products', 'sweets', 'napkins', 'canned vegetables', 'whole milk', 'tropical fruit', 'pastry', 'specialty bar', 'oils', 'vegetables', 'beverages', 'dairy', 'bakery']"
2094,"['whole milk', 'bottled water', 'bags', 'vegetables', 'coffee']"
2095,"['pip fruit', 'whole milk', 'frozen meals', 'vegetables', 'beverages', 'bakery']"
2096,"['soda', 'sausage']"
2097,"['dairy', 'pet_care', 'stationery', 'bags', 'yogurt', 'domestic eggs', 'beverages', 'meat', 'bakery']"
2098,"['pastry', 'fruitvegetable juice', 'tropical fruit', 'misc beverages', 'grains', 'beverages', 'bakery']"
2100,"['ice cream', 'whole milk', 'tropical fruit', 'butter', 'dishes', 'dessert', 'condensed milk', 'coffee', 'vegetables', 'yogurt', 'meat', 'citrus fruit', 'specialty cheese', 'sweets']"
2101,"['uhtmilk', 'vegetables', 'domestic eggs', 'root vegetables', 'beverages', 'citrus fruit', 'sweets', 'sausage']"
2102,"['beef', 'pet_care', 'butter', 'fruitvegetable juice', 'condiments', 'soda', 'vegetables', 'yogurt', 'root vegetables', 'bakery']"
2103,"['dessert', 'frozen meals']"
2104,"['whole milk', 'pastry', 'berries', 'bottled water', 'yogurt', 'domestic eggs', 'dairy', 'sweets']"
2105,"['tropical fruit', 'curd', 'bottled water', 'bags', 'bakery']"
2106,"['dairy', 'whole milk', 'pastry', 'fruitvegetable juice', 'bottled water', 'vegetables', 'yogurt', 'baking_ingredients', 'meat']"
2107,"['pip fruit', 'brown bread', 'stationery', 'whole milk', 'butter', 'snacks', 'bottled water', 'soda', 'sweeteners', 'vegetables', 'beverages', 'meat', 'coffee', 'margarine', 'bakery']"
2108,"['tropical fruit', 'condiments', 'yogurt', 'beverages', 'dairy']"
2109,"['spices', 'tropical fruit', 'oils', 'bottled water', 'personal_care', 'sweeteners', 'yogurt', 'beverages', 'dairy', 'sausage']"
2110,"['stationery', 'whole milk', 'tropical fruit', 'frozen meals', 'soda', 'domestic eggs', 'meat', 'coffee']"
2111,"['tropical fruit', 'bags', 'decor', 'vegetables', 'domestic eggs', 'beverages', 'dairy']"
2112,"['soda', 'sliced cheese', 'snacks', 'whole milk']"
2113,"['whole milk', 'bottled water', 'uhtmilk', 'yogurt', 'hard cheese', 'meat', 'margarine', 'sausage']"
2114,"['soups', 'whole milk', 'dessert', 'bottled water', 'meat']"
2115,"['dairy', 'berries', 'bags', 'soda', 'beverages', 'meat', 'bakery']"
2116,"['beverages', 'vegetables', 'fruitvegetable juice', 'yogurt']"
2117,"['brown bread', 'spices', 'beef', 'dairy', 'pastry', 'frozen meals', 'bottled water', 'vegetables', 'grains', 'meat', 'citrus fruit', 'specialty cheese', 'bakery']"
2118,"['gardening', 'vegetables', 'dairy', 'coffee', 'fish']"
2119,"['dairy', 'pet_care', 'soda', 'fruits_vegetables', 'vegetables', 'meat', 'herbs']"
2120,"['pip fruit', 'napkins', 'beef', 'whole milk', 'butter', 'soda', 'vegetables', 'yogurt', 'root vegetables', 'beverages', 'meat']"
2121,"['soda', 'bottled water', 'sweets', 'gardening']"
2122,"['frozen dessert', 'pet_care', 'tropical fruit', 'pastry', 'berries', 'oils', 'soda', 'domestic eggs', 'meat', 'bakery']"
2123,"['pastry', 'dairy', 'bakery']"
2125,"['chewing gum', 'frozen meals', 'oils', 'soda', 'yogurt', 'dairy']"
2126,"['brandy', 'vegetables']"
2127,"['ice cream', 'pip fruit', 'whole milk', 'pastry', 'fruitvegetable juice', 'specialty cheese', 'pickled vegetables', 'beverages', 'meat', 'citrus fruit', 'margarine']"
2128,"['brown bread', 'whole milk', 'frozen meals', 'bakery', 'soda', 'meat', 'citrus fruit', 'sweets', 'sausage']"
2129,"['pip fruit', 'whole milk', 'tropical fruit', 'fruitvegetable juice', 'berries', 'condensed milk', 'oils', 'bottled water', 'vegetables', 'yogurt', 'beverages', 'meat', 'coffee', 'sweets', 'sausage']"
2131,"['beef', 'bottled water', 'fruits', 'soda', 'vegetables', 'yogurt', 'beverages', 'citrus fruit', 'bakery', 'sausage']"
2132,"['sweets', 'dairy', 'stationery', 'whole milk', 'pastry', 'sweeteners', 'root vegetables', 'meat', 'bakery']"
2133,"['brown bread', 'dairy', 'pet_care', 'whole milk', 'tropical fruit', 'curd', 'fruitvegetable juice', 'bottled water', 'bags', 'soda', 'vegetables', 'meat', 'sausage']"
2134,"['beef', 'whole milk', 'pastry', 'liquor appetizer', 'bottled water', 'soda', 'vegetables']"
2135,"['beef', 'stationery', 'whole milk', 'butter', 'snacks', 'hard cheese', 'beverages', 'dairy']"
2136,"['beverages', 'whole milk']"
2137,"['napkins', 'canned vegetables', 'hard cheese', 'uhtmilk']"
2138,"['pip fruit', 'brown bread', 'seasonal products', 'whole milk', 'curd', 'bottled water', 'bakery', 'soda', 'bags', 'yogurt', 'root vegetables', 'beverages', 'sweets']"
2139,"['dairy', 'citrus fruit', 'chewing gum', 'soda', 'vegetables', 'yogurt', 'beverages', 'meat', 'margarine']"
2140,"['whole milk', 'vegetables', 'root vegetables', 'beverages', 'sausage']"
2141,"['whole milk', 'butter', 'sweeteners', 'vegetables', 'yogurt', 'citrus fruit', 'bakery']"
2142,"['sweets', 'pip fruit', 'seasonal products', 'specialty bar', 'tropical fruit', 'condiments', 'curd', 'ready_meals', 'bottled water', 'uhtmilk', 'vegetables', 'liver loaf', 'yogurt', 'hard cheese', 'root vegetables', 'meat', 'bakery']"
2143,"['pet_care', 'tropical fruit', 'soda', 'vegetables', 'yogurt', 'beverages']"
2144,"['beef', 'specialty bar', 'curd', 'vegetables', 'grains', 'yogurt', 'meat', 'sweet spreads']"
2145,"['whole milk', 'chewing gum', 'soda', 'vegetables', 'coffee']"
2146,"['organic', 'stationery', 'whole milk', 'berries', 'bottled water', 'sausage']"
2147,"['sweets', 'brown bread', 'canned vegetables', 'tropical fruit', 'snacks', 'soda', 'bakery']"
2148,"['stationery', 'whole milk', 'tropical fruit', 'soda', 'hard cheese', 'domestic eggs', 'beverages', 'dairy', 'citrus fruit']"
2149,"['dairy', 'whole milk', 'snacks', 'sweeteners', 'vegetables', 'cleaning', 'meat', 'bakery']"
2151,"['napkins', 'pip fruit', 'beef', 'tropical fruit', 'berries', 'bags', 'soda', 'vegetables', 'meat', 'margarine', 'bakery']"
2152,"['dairy', 'whole milk', 'butter', 'fruitvegetable juice', 'bottled water', 'soda', 'vegetables', 'grains', 'beverages', 'meat', 'bakery']"
2153,"['bags', 'soda', 'chewing gum', 'domestic eggs']"
2154,"['whole milk', 'pastry', 'hygiene articles', 'soda', 'vegetables', 'yogurt', 'beverages', 'dairy', 'sweets']"
2155,"['pip fruit', 'whole milk', 'condiments', 'snacks', 'condensed milk', 'soda', 'decor', 'vegetables']"
2156,"['sweets', 'pip fruit', 'stationery', 'whole milk', 'bottled water', 'soda', 'domestic eggs', 'bakery', 'sausage']"
2157,"['beef', 'stationery', 'dishes', 'fruits', 'beverages', 'meat', 'fish', 'sweets']"
2158,"['brown bread', 'stationery', 'whole milk', 'sliced cheese', 'gardening', 'fruitvegetable juice', 'pickled vegetables', 'misc beverages', 'meat', 'bakery']"
2159,"['gardening', 'tropical fruit', 'bags', 'personal_care', 'sweeteners', 'meat', 'bakery']"
2160,"['whole milk', 'butter', 'dishes', 'bags', 'bakery', 'beverages', 'dairy', 'margarine', 'sweets']"
2161,"['root vegetables', 'soda', 'margarine', 'bags']"
2162,"['pet_care', 'gardening', 'tropical fruit', 'whole milk', 'curd', 'dairy']"
2164,"['ice cream', 'semifinished bread', 'vegetables', 'beverages', 'whole milk', 'curd', 'misc beverages', 'bottled water', 'dairy', 'meat', 'spices', 'fruitvegetable juice', 'uhtmilk', 'grains', 'coffee', 'bakery', 'brown bread', 'pip fruit', 'tropical fruit', 'sweeteners']"
2165,"['pastry', 'oils', 'soda', 'coffee', 'vegetables', 'yogurt', 'root vegetables', 'beverages', 'meat', 'citrus fruit']"
2166,"['brown bread', 'canned fish', 'condiments', 'tropical fruit', 'bottled water', 'soda', 'vegetables', 'root vegetables', 'beverages', 'dairy', 'bakery', 'sausage']"
2167,"['stationery', 'whole milk', 'tropical fruit', 'condiments', 'soda', 'beverages', 'meat', 'citrus fruit', 'sweets']"
2168,"['butter', 'fruitvegetable juice', 'fruits', 'domestic eggs', 'beverages', 'bakery']"
2169,"['whole milk', 'tropical fruit', 'snacks', 'pickled vegetables', 'cleaning', 'beverages', 'meat', 'citrus fruit', 'bakery']"
2170,"['frozen potato products', 'condiments', 'fruitvegetable juice', 'sweeteners', 'root vegetables', 'beverages', 'meat', 'citrus fruit', 'fish']"
2171,"['ice cream', 'pip fruit', 'beef', 'dairy', 'whole milk', 'butter', 'curd', 'beverages', 'meat', 'citrus fruit', 'margarine', 'bakery', 'sausage']"
2172,"['berries', 'sweeteners', 'yogurt', 'citrus fruit', 'sweets']"
2173,"['pastry', 'meat', 'vegetables', 'bakery']"
2174,"['brown bread', 'cereals', 'bottled water', 'vegetables', 'domestic eggs', 'bakery']"
2175,"['sliced cheese', 'butter', 'pastry', 'fish', 'bags', 'personal_care', 'soda', 'vegetables', 'dairy', 'meat', 'bakery']"
2176,"['pip fruit', 'brown bread', 'dairy', 'whole milk', 'pastry', 'butter', 'frozen meals', 'bottled water', 'vegetables', 'hard cheese', 'meat', 'bakery']"
2177,"['soups', 'snacks', 'personal_care', 'domestic eggs', 'yogurt', 'coffee']"
2178,"['spices', 'beef', 'snacks', 'personal_care', 'root vegetables', 'meat', 'sausage']"
2179,"['dairy', 'coffee', 'dessert', 'whole milk']"
2180,"['butter', 'vegetables', 'bakery']"
2181,"['pastry', 'uhtmilk', 'bottled water', 'personal_care', 'soda', 'meat', 'bakery']"
2183,"['frozen dessert', 'condiments', 'vegetables', 'domestic eggs', 'yogurt', 'dairy', 'meat']"
2184,"['beef', 'whole milk', 'butter', 'snacks', 'curd', 'misc beverages', 'oils', 'bags', 'soda', 'vegetables', 'yogurt', 'beverages', 'meat', 'margarine', 'bakery']"
2185,"['napkins', 'dairy', 'vegetables', 'grains', 'beverages', 'meat', 'citrus fruit', 'bakery']"
2186,"['brown bread', 'dairy', 'whole milk', 'tropical fruit', 'bottled water', 'soda', 'sweeteners', 'vegetables', 'domestic eggs', 'zwieback', 'beverages', 'meat', 'citrus fruit', 'sausage']"
2187,"['stationery', 'specialty bar', 'whole milk', 'sweeteners', 'domestic eggs', 'beverages']"
2188,"['pip fruit', 'whole milk', 'fruitvegetable juice', 'snacks', 'dishes', 'dessert', 'beverages', 'meat', 'bakery']"
2190,"['napkins', 'tropical fruit', 'bottled water', 'root vegetables', 'citrus fruit', 'bakery']"
2191,"['pip fruit', 'beef', 'whole milk', 'dessert', 'misc beverages', 'yogurt', 'root vegetables', 'beverages', 'dairy', 'specialty cheese']"
2192,"['seasonal products', 'soda', 'meat', 'margarine', 'bakery']"
2193,"['pastry', 'dessert', 'vegetables', 'beverages', 'whole milk', 'specialty bar', 'bags', 'yogurt', 'root vegetables', 'dairy', 'meat', 'beef', 'sliced cheese', 'liquor appetizer', 'bakery', 'pip fruit', 'soda', 'citrus fruit', 'sweets']"
2194,"['pip fruit', 'napkins', 'beef', 'whole milk', 'snacks', 'dessert', 'uhtmilk', 'bags', 'soda', 'hygiene articles', 'vegetables', 'beverages']"
2195,"['canned fish', 'tropical fruit', 'sliced cheese', 'misc beverages', 'bags', 'vegetables', 'beverages', 'margarine']"
2196,"['beef', 'whole milk', 'tropical fruit', 'household', 'curd', 'sliced cheese', 'bottled water', 'soda', 'vegetables', 'grains', 'yogurt', 'meat', 'sweets']"
2197,"['vegetables', 'bakery']"
2198,"['meat', 'dairy']"
2199,"['coffee', 'citrus fruit', 'bakery']"
2200,"['dairy', 'fruitvegetable juice', 'berries', 'fruits', 'sweeteners', 'vegetables', 'meat', 'citrus fruit', 'bakery']"
2201,"['ice cream', 'whole milk', 'curd', 'frozen meals', 'bottled water', 'hygiene articles', 'bakery', 'vegetables', 'domestic eggs', 'dairy', 'citrus fruit', 'sweets', 'sausage']"
