Member_number,Date,itemDescription,cleaned,mapped
3509,11-04-2015,citrus fruit,citrus fruit,citrus fruit
2252,08-10-2015,chicken,chicken,meat
1634,09-02-2015,other vegetables,other vegetables,vegetables
4112,27-04-2015,ice cream,ice cream,ice cream
4042,08-08-2015,sausage,sausage,sausage
4473,26-06-2015,tropical fruit,tropical fruit,tropical fruit
3878,30-04-2015,pip fruit,pip fruit,pip fruit
2266,30-09-2015,grapes,grapes,fruits
3304,30-11-2015,berries,berries,berries
3757,04-02-2015,bottled water,bottled water,bottled water
3440,21-12-2015,pork,pork,meat
4328,04-02-2015,pork,pork,meat
3737,06-12-2015,sausage,sausage,sausage
3948,15-06-2015,rolls/buns,rollsbuns,bakery
3682,05-03-2015,whole milk,whole milk,whole milk
2827,31-10-2015,beef,beef,beef
2650,05-10-2015,beef,beef,beef
1360,16-12-2015,ham,ham,meat
3679,23-12-2015,other vegetables,other vegetables,vegetables
4137,07-03-2015,hamburger meat,hamburger meat,meat
4235,19-12-2015,berries,berries,berries
3193,31-01-2015,sausage,sausage,sausage
1332,02-12-2015,citrus fruit,citrus fruit,citrus fruit
4821,28-11-2015,whole milk,whole milk,whole milk
1837,09-07-2015,citrus fruit,citrus fruit,citrus fruit
3665,23-09-2015,bottled water,bottled water,bottled water
2659,08-05-2015,sausage,sausage,sausage
1322,09-01-2015,meat,meat,meat
1599,29-05-2015,tropical fruit,tropical fruit,tropical fruit
2933,06-04-2015,pip fruit,pip fruit,pip fruit
3963,21-02-2015,other vegetables,other vegetables,vegetables
4178,03-06-2015,berries,berries,berries
1052,27-10-2015,other vegetables,other vegetables,vegetables
4693,18-08-2015,frankfurter,frankfurter,meat
1329,02-02-2015,sausage,sausage,sausage
3128,13-06-2015,meat,meat,meat
1175,30-06-2015,yogurt,yogurt,yogurt
2211,31-03-2015,canned beer,canned beer,beverages
2093,12-06-2015,whole milk,whole milk,whole milk
4284,14-10-2015,sausage,sausage,sausage
4449,30-03-2015,frankfurter,frankfurter,meat
4269,01-04-2015,frankfurter,frankfurter,meat
1962,05-04-2015,sausage,sausage,sausage
2250,04-10-2015,citrus fruit,citrus fruit,citrus fruit
1743,13-11-2015,frozen meals,frozen meals,frozen meals
1583,28-07-2015,sausage,sausage,sausage
4295,26-10-2015,whole milk,whole milk,whole milk
1183,29-06-2015,ham,ham,meat
2729,21-03-2015,cling film/bags,cling filmbags,bags
4035,03-08-2015,chicken,chicken,meat
1608,06-08-2015,red/blush wine,redblush wine,beverages
1793,03-07-2015,chicken,chicken,meat
2210,09-07-2015,hamburger meat,hamburger meat,meat
1885,03-07-2015,bottled water,bottled water,bottled water
1078,28-10-2015,curd,curd,curd
1016,30-09-2015,frankfurter,frankfurter,meat
3077,29-05-2015,turkey,turkey,meat
3551,01-05-2015,tropical fruit,tropical fruit,tropical fruit
1158,17-10-2015,other vegetables,other vegetables,vegetables
2443,20-06-2015,pip fruit,pip fruit,pip fruit
1395,15-01-2015,meat,meat,meat
2454,10-11-2015,sausage,sausage,sausage
3472,30-04-2015,mayonnaise,mayonnaise,condiments
3547,28-11-2015,soda,soda,soda
1038,21-02-2015,pork,pork,meat
3915,11-09-2015,rolls/buns,rollsbuns,bakery
2719,19-04-2015,soda,soda,soda
2234,23-12-2015,whole milk,whole milk,whole milk
1565,14-12-2015,berries,berries,berries
1328,24-03-2015,ham,ham,meat
3398,18-01-2015,rolls/buns,rollsbuns,bakery
3687,12-02-2015,rolls/buns,rollsbuns,bakery
2448,08-06-2015,onions,onions,vegetables
2652,26-12-2015,whole milk,whole milk,whole milk
1385,19-11-2015,yogurt,yogurt,yogurt
2960,31-08-2015,rolls/buns,rollsbuns,bakery
2736,02-03-2015,whole milk,whole milk,whole milk
1768,21-04-2015,rolls/buns,rollsbuns,bakery
2002,20-10-2015,rolls/buns,rollsbuns,bakery
3046,18-11-2015,pip fruit,pip fruit,pip fruit
2284,18-03-2015,frankfurter,frankfurter,meat
1708,18-09-2015,turkey,turkey,meat
1952,23-11-2015,onions,onions,vegetables
3497,08-09-2015,beef,beef,beef
1479,14-05-2015,sausage,sausage,sausage
1237,09-04-2015,other vegetables,other vegetables,vegetables
4353,24-08-2015,chicken,chicken,meat
3528,18-08-2015,sausage,sausage,sausage
2092,04-09-2015,tropical fruit,tropical fruit,tropical fruit
2514,02-11-2015,tropical fruit,tropical fruit,tropical fruit
4790,16-05-2015,pip fruit,pip fruit,pip fruit
1948,25-08-2015,yogurt,yogurt,yogurt
3581,16-01-2015,tropical fruit,tropical fruit,tropical fruit
4778,26-03-2015,soda,soda,soda
2601,26-03-2015,rolls/buns,rollsbuns,bakery
4678,31-03-2015,condensed milk,condensed milk,condensed milk
3642,24-02-2015,domestic eggs,domestic eggs,domestic eggs
2957,19-09-2015,candles,candles,decor
4585,28-09-2015,butter milk,butter milk,dairy
3637,10-07-2015,whole milk,whole milk,whole milk
1353,09-02-2015,beef,beef,beef
3257,13-02-2015,meat,meat,meat
2524,10-09-2015,citrus fruit,citrus fruit,citrus fruit
2035,23-12-2015,beef,beef,beef
3658,26-09-2015,UHT-milk,uhtmilk,uhtmilk
1901,29-11-2015,berries,berries,berries
3247,13-01-2015,rolls/buns,rollsbuns,bakery
4308,24-01-2015,whole milk,whole milk,whole milk
1305,24-05-2015,pork,pork,meat
1011,09-12-2015,candles,candles,decor
2234,29-07-2015,pork,pork,meat
3744,08-12-2015,salt,salt,spices
2903,08-08-2015,citrus fruit,citrus fruit,citrus fruit
3036,12-07-2015,other vegetables,other vegetables,vegetables
2465,27-12-2015,pastry,pastry,pastry
1233,20-03-2015,waffles,waffles,bakery
1366,29-05-2015,curd,curd,curd
3741,06-08-2015,whole milk,whole milk,whole milk
2230,28-05-2015,sausage,sausage,sausage
1206,15-05-2015,soda,soda,soda
3690,24-04-2015,ice cream,ice cream,ice cream
3620,18-06-2015,tropical fruit,tropical fruit,tropical fruit
4759,20-02-2015,ham,ham,meat
3543,11-10-2015,meat,meat,meat
2792,29-07-2015,berries,berries,berries
1929,10-07-2015,other vegetables,other vegetables,vegetables
2433,23-08-2015,beef,beef,beef
4941,15-01-2015,bottled beer,bottled beer,beverages
3547,07-10-2015,butter,butter,butter
1290,24-04-2015,whole milk,whole milk,whole milk
4207,28-08-2015,citrus fruit,citrus fruit,citrus fruit
2107,01-03-2015,frankfurter,frankfurter,meat
3050,11-03-2015,sausage,sausage,sausage
3814,21-07-2015,hygiene articles,hygiene articles,hygiene articles
4875,13-09-2015,frankfurter,frankfurter,meat
3691,08-08-2015,shopping bags,shopping bags,bags
2433,14-03-2015,beef,beef,beef
4757,09-01-2015,canned beer,canned beer,beverages
1407,29-04-2015,frankfurter,frankfurter,meat
4718,12-06-2015,frankfurter,frankfurter,meat
1240,14-04-2015,whole milk,whole milk,whole milk
1792,15-08-2015,beef,beef,beef
4486,09-11-2015,canned beer,canned beer,beverages
1757,15-06-2015,canned beer,canned beer,beverages
2186,01-07-2015,whole milk,whole milk,whole milk
3752,15-04-2015,whole milk,whole milk,whole milk
3051,29-11-2015,ham,ham,meat
3688,23-10-2015,brandy,brandy,brandy
4676,15-01-2015,frankfurter,frankfurter,meat
2142,25-06-2015,root vegetables,root vegetables,root vegetables
4939,29-06-2015,hygiene articles,hygiene articles,hygiene articles
1806,06-07-2015,hamburger meat,hamburger meat,meat
1595,05-10-2015,sausage,sausage,sausage
2086,09-03-2015,meat,meat,meat
4251,03-10-2015,tropical fruit,tropical fruit,tropical fruit
2689,30-04-2015,root vegetables,root vegetables,root vegetables
2560,26-11-2015,pip fruit,pip fruit,pip fruit
2393,17-04-2015,yogurt,yogurt,yogurt
1669,19-08-2015,root vegetables,root vegetables,root vegetables
3500,21-04-2015,canned beer,canned beer,beverages
1213,03-03-2015,pork,pork,meat
4598,18-11-2015,root vegetables,root vegetables,root vegetables
1404,03-05-2015,sausage,sausage,sausage
1758,26-02-2015,chocolate,chocolate,sweets
1265,07-03-2015,citrus fruit,citrus fruit,citrus fruit
1006,14-06-2015,chicken,chicken,meat
2779,17-10-2015,whole milk,whole milk,whole milk
4457,03-09-2015,packaged fruit/vegetables,packaged fruitvegetables,fruits_vegetables
2532,06-07-2015,whole milk,whole milk,whole milk
2811,23-02-2015,beef,beef,beef
4004,10-05-2015,ham,ham,meat
1737,09-05-2015,newspapers,newspapers,stationery
3266,25-10-2015,frankfurter,frankfurter,meat
4981,10-01-2015,whole milk,whole milk,whole milk
1934,06-08-2015,sausage,sausage,sausage
2512,19-01-2015,domestic eggs,domestic eggs,domestic eggs
3400,04-03-2015,dishes,dishes,dishes
4301,01-05-2015,pork,pork,meat
2997,30-12-2015,tropical fruit,tropical fruit,tropical fruit
1098,05-08-2015,yogurt,yogurt,yogurt
2208,30-07-2015,hamburger meat,hamburger meat,meat
3672,28-05-2015,canned beer,canned beer,beverages
3651,24-01-2015,pet care,pet care,pet_care
3957,15-05-2015,beef,beef,beef
2986,11-01-2015,chicken,chicken,meat
4433,25-05-2015,yogurt,yogurt,yogurt
3822,27-05-2015,sugar,sugar,sweeteners
4588,30-04-2015,newspapers,newspapers,stationery
2622,17-07-2015,hard cheese,hard cheese,hard cheese
2117,02-05-2015,beef,beef,beef
1780,12-07-2015,beverages,beverages,beverages
3819,12-04-2015,beef,beef,beef
1884,11-12-2015,rolls/buns,rollsbuns,bakery
2595,23-01-2015,whole milk,whole milk,whole milk
3046,31-03-2015,chicken,chicken,meat
3228,26-01-2015,sausage,sausage,sausage
2251,23-06-2015,citrus fruit,citrus fruit,citrus fruit
2368,11-11-2015,red/blush wine,redblush wine,beverages
2573,03-01-2015,whole milk,whole milk,whole milk
4701,30-04-2015,pip fruit,pip fruit,pip fruit
4384,25-05-2015,turkey,turkey,meat
1998,18-05-2015,frankfurter,frankfurter,meat
4583,23-02-2015,canned beer,canned beer,beverages
2043,21-04-2015,pastry,pastry,pastry
2201,22-05-2015,bottled water,bottled water,bottled water
3522,23-09-2015,whole milk,whole milk,whole milk
3922,28-08-2015,citrus fruit,citrus fruit,citrus fruit
2636,11-09-2015,whole milk,whole milk,whole milk
1092,27-07-2015,bottled beer,bottled beer,beverages
2711,13-09-2015,liquor,liquor,beverages
3899,22-04-2015,curd,curd,curd
4372,30-07-2015,other vegetables,other vegetables,vegetables
4576,05-08-2015,nuts/prunes,nutsprunes,nutsprunes
4953,10-10-2015,other vegetables,other vegetables,vegetables
4692,27-10-2015,UHT-milk,uhtmilk,uhtmilk
1170,12-11-2015,pork,pork,meat
2625,08-04-2015,sausage,sausage,sausage
2394,30-08-2015,beverages,beverages,beverages
4277,18-02-2015,pastry,pastry,pastry
3170,17-01-2015,root vegetables,root vegetables,root vegetables
2229,25-10-2015,root vegetables,root vegetables,root vegetables
2944,01-02-2015,beef,beef,beef
2582,06-03-2015,bathroom cleaner,bathroom cleaner,cleaning
1373,10-05-2015,yogurt,yogurt,yogurt
1366,25-10-2015,frankfurter,frankfurter,meat
3469,10-05-2015,curd cheese,curd cheese,dairy
4012,16-05-2015,whole milk,whole milk,whole milk
2031,26-02-2015,grapes,grapes,fruits
2459,16-09-2015,bottled water,bottled water,bottled water
4377,23-02-2015,butter milk,butter milk,dairy
1534,13-08-2015,sliced cheese,sliced cheese,sliced cheese
2051,23-07-2015,fruit/vegetable juice,fruitvegetable juice,fruitvegetable juice
3430,26-01-2015,female sanitary products,female sanitary products,personal_care
1567,13-03-2015,rolls/buns,rollsbuns,bakery
2972,21-05-2015,canned beer,canned beer,beverages
1287,28-08-2015,pip fruit,pip fruit,pip fruit
4776,08-08-2015,pip fruit,pip fruit,pip fruit
2271,04-08-2015,rolls/buns,rollsbuns,bakery
4657,15-08-2015,beef,beef,beef
2344,14-04-2015,frozen fish,frozen fish,fish
1482,06-07-2015,soda,soda,soda
1278,09-12-2015,canned beer,canned beer,beverages
4831,13-11-2015,tropical fruit,tropical fruit,tropical fruit
1819,11-11-2015,packaged fruit/vegetables,packaged fruitvegetables,fruits_vegetables
2687,31-07-2015,rolls/buns,rollsbuns,bakery
4468,24-03-2015,canned beer,canned beer,beverages
4760,02-04-2015,butter,butter,butter
2310,24-03-2015,berries,berries,berries
3924,07-02-2015,root vegetables,root vegetables,root vegetables
3517,11-12-2015,meat,meat,meat
3164,30-09-2015,brown bread,brown bread,brown bread
3245,17-05-2015,citrus fruit,citrus fruit,citrus fruit
2629,06-12-2015,whole milk,whole milk,whole milk
1347,15-09-2015,soda,soda,soda
1216,25-08-2015,root vegetables,root vegetables,root vegetables
4636,10-04-2015,tropical fruit,tropical fruit,tropical fruit
1197,22-11-2015,root vegetables,root vegetables,root vegetables
1100,12-03-2015,grapes,grapes,fruits
2054,15-12-2015,margarine,margarine,margarine
3761,26-09-2015,beef,beef,beef
4947,14-09-2015,yogurt,yogurt,yogurt
1032,15-06-2015,butter,butter,butter
3353,14-08-2015,rolls/buns,rollsbuns,bakery
4466,20-08-2015,ham,ham,meat
2081,22-01-2015,frankfurter,frankfurter,meat
1800,02-05-2015,root vegetables,root vegetables,root vegetables
3414,23-10-2015,brown bread,brown bread,brown bread
2799,12-08-2015,hamburger meat,hamburger meat,meat
1634,03-12-2015,frankfurter,frankfurter,meat
3481,22-03-2015,beef,beef,beef
3691,24-08-2015,root vegetables,root vegetables,root vegetables
2811,11-02-2015,butter milk,butter milk,dairy
2758,19-11-2015,sausage,sausage,sausage
2872,19-09-2015,tropical fruit,tropical fruit,tropical fruit
3339,08-10-2015,canned beer,canned beer,beverages
3483,28-10-2015,sausage,sausage,sausage
3255,29-04-2015,soda,soda,soda
3462,15-11-2015,tropical fruit,tropical fruit,tropical fruit
1355,28-02-2015,tropical fruit,tropical fruit,tropical fruit
2952,25-11-2015,whole milk,whole milk,whole milk
2171,19-06-2015,meat,meat,meat
2693,02-11-2015,beef,beef,beef
1348,13-06-2015,chewing gum,chewing gum,chewing gum
1112,09-04-2015,ice cream,ice cream,ice cream
2058,24-02-2015,other vegetables,other vegetables,vegetables
2003,23-11-2015,frozen dessert,frozen dessert,frozen dessert
2166,12-03-2015,rolls/buns,rollsbuns,bakery
3113,18-06-2015,tropical fruit,tropical fruit,tropical fruit
2830,22-06-2015,sausage,sausage,sausage
3582,17-06-2015,fruit/vegetable juice,fruitvegetable juice,fruitvegetable juice
4572,19-08-2015,whole milk,whole milk,whole milk
1373,19-07-2015,grapes,grapes,fruits
2513,06-11-2015,rolls/buns,rollsbuns,bakery
3050,15-12-2015,other vegetables,other vegetables,vegetables
2563,03-08-2015,ham,ham,meat
1055,25-05-2015,yogurt,yogurt,yogurt
1887,09-11-2015,sausage,sausage,sausage
2391,03-01-2015,cookware,cookware,cookware
3347,24-04-2015,pastry,pastry,pastry
4873,03-09-2015,beverages,beverages,beverages
1571,24-05-2015,bottled beer,bottled beer,beverages
3571,21-10-2015,tropical fruit,tropical fruit,tropical fruit
4348,11-04-2015,tropical fruit,tropical fruit,tropical fruit
2400,06-02-2015,whole milk,whole milk,whole milk
2200,10-10-2015,pork,pork,meat
3973,02-09-2015,canned beer,canned beer,beverages
2695,04-07-2015,pork,pork,meat
3053,25-12-2015,ice cream,ice cream,ice cream
2964,11-08-2015,ice cream,ice cream,ice cream
2494,13-06-2015,packaged fruit/vegetables,packaged fruitvegetables,fruits_vegetables
1603,07-09-2015,frankfurter,frankfurter,meat
1264,07-12-2015,yogurt,yogurt,yogurt
2809,10-04-2015,pork,pork,meat
3180,15-09-2015,tropical fruit,tropical fruit,tropical fruit
4539,09-03-2015,spread cheese,spread cheese,dairy
2990,29-06-2015,pastry,pastry,pastry
1969,11-02-2015,other vegetables,other vegetables,vegetables
1191,08-08-2015,citrus fruit,citrus fruit,citrus fruit
2690,20-10-2015,frankfurter,frankfurter,meat
3803,20-10-2015,chicken,chicken,meat
3999,19-04-2015,sausage,sausage,sausage
3677,30-11-2015,frankfurter,frankfurter,meat
1168,11-02-2015,whole milk,whole milk,whole milk
1324,27-12-2015,frankfurter,frankfurter,meat
3829,10-07-2015,soda,soda,soda
2664,20-09-2015,sausage,sausage,sausage
3002,22-01-2015,whole milk,whole milk,whole milk
4305,23-06-2015,whole milk,whole milk,whole milk
2633,14-02-2015,brown bread,brown bread,brown bread
1120,14-01-2015,UHT-milk,uhtmilk,uhtmilk
2870,25-02-2015,hamburger meat,hamburger meat,meat
2977,16-11-2015,other vegetables,other vegetables,vegetables
2135,25-01-2015,whole milk,whole milk,whole milk
4460,12-07-2015,canned beer,canned beer,beverages
2961,21-07-2015,canned beer,canned beer,beverages
2109,24-09-2015,male cosmetics,male cosmetics,personal_care
1023,28-06-2015,bottled beer,bottled beer,beverages
2645,26-06-2015,newspapers,newspapers,stationery
2910,04-12-2015,whole milk,whole milk,whole milk
3251,09-11-2015,yogurt,yogurt,yogurt
2309,29-12-2015,frozen meals,frozen meals,frozen meals
2553,21-06-2015,other vegetables,other vegetables,vegetables
4100,22-04-2015,whole milk,whole milk,whole milk
2580,17-11-2015,other vegetables,other vegetables,vegetables
4628,10-12-2015,soda,soda,soda
1073,08-06-2015,curd,curd,curd
1459,18-07-2015,whole milk,whole milk,whole milk
3752,21-08-2015,bottled water,bottled water,bottled water
4655,21-03-2015,citrus fruit,citrus fruit,citrus fruit
2484,20-06-2015,domestic eggs,domestic eggs,domestic eggs
4990,15-03-2015,newspapers,newspapers,stationery
2356,02-02-2015,hamburger meat,hamburger meat,meat
3476,21-04-2015,detergent,detergent,cleaning
4643,25-01-2015,cookware,cookware,cookware
3287,02-02-2015,pork,pork,meat
3468,14-11-2015,canned beer,canned beer,beverages
2779,27-12-2015,sausage,sausage,sausage
3811,11-05-2015,soft cheese,soft cheese,dairy
3122,13-10-2015,canned fruit,canned fruit,canned fruit
2874,22-01-2015,frankfurter,frankfurter,meat
3148,28-03-2015,frankfurter,frankfurter,meat
4359,24-09-2015,berries,berries,berries
4510,26-03-2015,ice cream,ice cream,ice cream
3298,28-04-2015,sausage,sausage,sausage
3285,12-07-2015,whole milk,whole milk,whole milk
4752,11-02-2015,UHT-milk,uhtmilk,uhtmilk
4741,25-02-2015,whole milk,whole milk,whole milk
3557,24-05-2015,meat,meat,meat
4328,21-07-2015,beef,beef,beef
1052,06-07-2015,yogurt,yogurt,yogurt
1719,17-09-2015,canned beer,canned beer,beverages
1360,05-02-2015,grapes,grapes,fruits
1299,03-06-2015,whole milk,whole milk,whole milk
4260,16-11-2015,whole milk,whole milk,whole milk
1785,15-07-2015,canned beer,canned beer,beverages
3835,06-01-2015,tropical fruit,tropical fruit,tropical fruit
1720,05-12-2015,onions,onions,vegetables
1872,05-04-2015,whole milk,whole milk,whole milk
1406,23-03-2015,chicken,chicken,meat
3560,29-09-2015,other vegetables,other vegetables,vegetables
4628,29-11-2015,citrus fruit,citrus fruit,citrus fruit
2692,09-10-2015,white wine,white wine,beverages
4843,13-05-2015,pork,pork,meat
4395,25-06-2015,whole milk,whole milk,whole milk
1196,27-11-2015,candy,candy,sweets
1076,14-05-2015,chicken,chicken,meat
